Airport ID,City,PageRank
13061,"Laredo, TX",3.9786622382371672
12633,"Coffman Cove, AK",3.9503650699819146
10540,"Bedford, MA",3.949651245064843
15885,"Whale Pass, AK",3.9399243078065647
12708,"Kongiganak, AK",3.937548023312834
13256,"Mission/McAllen/Edinburg, TX",3.935274326619886
13770,"Nunapitchuk, AK",3.9166152120530926
14942,"Seldovia, AK",3.9129848089554393
10185,"Alexandria, LA",3.9086229307489306
12917,"Columbus, OH",3.866963253036076
10405,"Atmautluak, AK",3.866721870347095
13158,"Midland/Odessa, TX",3.8481545115578055
14119,"Pilot Point, AK",3.8415700945999176
10313,"Anvik, AK",3.8400222859911564
15446,"Uganik, AK",3.836106541014616
12869,"Zachar Bay, AK",3.8223778540809543
15124,"Tanana, AK",3.7829514428991566
14895,"St. Michael, AK",3.771504108929882
13710,"Nightmute, AK",3.7206251407300677
14218,"Prospect Creek, AK",3.7149814267500187
11214,"Coldfoot, AK",3.705137540377594
11299,"Danger Bay, AK",3.6965666611064965
15023,"Santa Rosa, CA",3.6825228686405955
15991,"Yakutat, AK",3.644318312474063
11227,"Chefornak, AK",3.6199878982134255
12676,"Grayling, AK",3.6198367861098646
12785,"Port Bailey, AK",3.6179246864976498
15861,"Noatak, AK",3.5756054576699876
12844,"Kivalina, AK",3.5546445891983436
12771,"Olga Bay, AK",3.5139262489657472
12621,"Birch Creek, AK",3.51108096927036
14804,"Shungnak, AK",3.5015684709499793
10139,"Ambler, AK",3.4920144870772294
10581,"Bangor, ME",3.490076184622538
14696,"South Bend, IN",3.4808946823283864
12982,"Lihue, HI",3.4775108548744726
15856,"Westsound, WA",3.4333498333538173
12782,"Port Williams, AK",3.409311010873436
14088,"Port Graham, AK",3.4069266670695435
12294,"Igiugig, AK",3.3991420787468303
12773,"Point Baker, AK",3.3648484101256875
12896,"Lubbock, TX",3.3622580789642647
11267,"Dayton, OH",3.361895915202871
15282,"Tununak, AK",3.3567554604655205
10247,"Anaktuvuk Pass, AK",3.34729694546668
12854,"West Point, AK",3.3401608731244297
12016,"Guam, TT",3.3309216683784997
15257,"Tuluksak, AK",3.330325246976768
12831,"Kasigluk, AK",3.324480663269967
14050,"Atlanta, GA",3.288229690148261
12709,"Akiachak, AK",3.2881451200065843
13942,"Noorvik, AK",3.2862955343142444
14783,"Springfield, MO",3.252461124629591
12171,"Hoonah, AK",3.2175798581624724
11823,"Fort Wayne, IN",3.209252603534758
10208,"Augusta, GA",3.1909478003223923
12704,"Koyuk, AK",3.179508119298279
13264,"Medford, OR",3.1711588411148215
10278,"Lazy Bay, AK",3.155524031283049
12268,"Kiana, AK",3.1409647679114987
12087,"Holy Cross, AK",3.1386372952013053
12250,"Hyannis, MA",3.1291478774570156
10279,"Amarillo, TX",3.1162305250116216
15919,"Fayetteville, AR",3.1159531141633336
10747,"Brownsville, TX",3.082652620242405
12448,"Jackson/Vicksburg, MS",3.0640601746743164
10324,"Amook Bay, AK",3.04879700503594
13767,"Nuiqsut, AK",3.0217672037233556
10980,"Chattanooga, TN",3.0213486689332605
13296,"Manchester, NH",3.017750296611762
15295,"Toledo, OH",3.0177197140759846
15887,"Newtok, AK",2.991353227402261
12705,"Kitoi Bay, AK",2.991043808031325
13003,"Kulik Lake, AK",2.955917946618485
11952,"Goodnews Bay, AK",2.952841757877137
14805,"Shishmaref, AK",2.9506441853432066
12822,"Brevig Mission, AK",2.938403217233717
12671,"Koliganek, AK",2.93473020002992
14273,"Port Heiden, AK",2.9259617414309957
13434,"Mountain Village, AK",2.9109182765553174
11487,"Anchorage, AK",2.8691800925093296
12211,"Las Vegas, NV",2.8686474435228027
13693,"Naukiti, AK",2.859691685643159
11007,"Chalkyitsik, AK",2.847351597846185
12719,"Kalskag, AK",2.8118536625767847
11603,"Eugene, OR",2.8071354062075753
10416,"Alakanuk, AK",2.7958168274248187
14062,"Pelican, AK",2.7853310329476804
15356,"Trenton, NJ",2.7852270606505294
14582,"Rota, TT",2.7520602203014537
11941,"Golovin, AK",2.7444599635699998
12323,"Wilmington, NC",2.7441202476522184
12769,"Kotlik, AK",2.7298776455875116
12653,"Ekwok, AK",2.717599418210016
12748,"Kokhanok, AK",2.7017123067152395
15798,"Napakiak, AK",2.6972476757759654
14691,"San Bernardino, CA",2.69490631394215
14738,"Sandpoint, AK",2.6845901285411586
12253,"Hollis, AK",2.678889703426797
10627,"Bismarck/Mandan, ND",2.6723389730000395
12175,"Haines, AK",2.6694059545733535
10184,"Allakaket, AK",2.667740718774217
14797,"Skagway, AK",2.6649747385662335
12280,"Idaho Falls, ID",2.656907411903483
15249,"Tallahassee, FL",2.64365458729076
16567,"Akun, AK",2.6400783376667527
12743,"Moser Bay, AK",2.6363756078497356
10225,"Wainwright, AK",2.630632691422958
10243,"Akhiok, AK",2.630225239229818
12649,"Nanwalek, AK",2.6228085791730065
12235,"Hughes, AK",2.6132831155723357
14880,"Sleetmute, AK",2.612716385052799
10204,"Angoon, AK",2.611146319815215
15785,"Selawik, AK",2.601576793283915
12610,"Kake, AK",2.5953628758795775
13504,"Metlakatla, AK",2.5805434156458866
16390,"Beluga, AK",2.5368398739673514
10640,"Buckland, AK",2.5180230967250754
15232,"Truckee, CA",2.517485074718856
15070,"Newburgh/Poughkeepsie, NY",2.516330876283201
15061,"Stevens Village, AK",2.5129913527177283
10926,"Cordova, AK",2.5114089316798682
11764,"East Farmingdale, NY",2.5077923970230875
15406,"Tyonek, AK",2.468298086075433
13513,"Fairbanks, AK",2.449592521303733
10408,"Appleton, WI",2.442109337226954
12720,"Levelock, AK",2.4361710669131025
12855,"Kwethluk, AK",2.4139003731683095
15049,"Savoonga, AK",2.390120513336958
13105,"Cincinnati, OH",2.3849116046183716
11126,"Culebra, PR",2.3748866459190605
14108,"Peoria, IL",2.374184144570227
14102,"Point Hope, AK",2.3699546811677643
15853,"South Naknek, AK",2.3685410202877724
10396,"Atqasuk, AK",2.3575625896159864
13987,"Waterbury, CT",2.352803198826014
14004,"Everett, WA",2.351634988926444
15041,"Sun Valley/Hailey/Ketchum, ID",2.3501641639746818
14256,"Petersburg, AK",2.345661195465016
15215,"Tinian, TT",2.342419982358873
15245,"Teller, AK",2.317267869855675
10775,"Barter Island, AK",2.3033959226551173
14816,"Shageluk, AK",2.3009103286048656
12866,"Karluk, AK",2.2999343363140508
12003,"Great Falls, MT",2.291537662751408
12737,"Manokotak, AK",2.2700047143707764
11535,"Elim, AK",2.2669884175413397
13476,"Monterey, CA",2.25712124043637
12784,"Perryville, AK",2.254763264712194
12728,"Klawock, AK",2.217834985152548
13806,"Kobuk, AK",2.214743090227221
14252,"Pasco/Kennewick/Richland, WA",2.2098884093007833
13341,"Kansas City, MO",2.169611581018134
12124,"Hilton Head, SC",2.1691687356001257
14919,"St. Paul, AK",2.1653734250513876
15725,"Beaver, AK",2.1557670249595473
14489,"Bend/Redmond, OR",2.144127082285364
12786,"Akutan, AK",2.142389637179609
10136,"Abilene, TX",2.13614132816028
13029,"Lincoln, NE",2.1327431049782337
14898,"Santa Monica, CA",2.0960335881454206
11762,"Friday Harbor, WA",2.066057692037499
11588,"Eastsound, WA",2.059916394921239
12206,"Harlingen/San Benito, TX",2.0502264402467083
11053,"Clarks Point, AK",2.046967132501874
10325,"Denver, CO",2.0442394812532925
15668,"Deer Lodge, MT",2.0333681926945877
11122,"Casper, WY",2.0322905916104457
13715,"Nondalton, AK",2.01340710925322
15532,"Monument Valley, UT",1.9912657237010862
12884,"Lansing, MI",1.984174704610145
12574,"Nashville, TN",1.9821538154006502
14468,"Brooks Lodge, AK",1.978978843408909
14259,"Portsmouth, NH",1.9722435892905728
11619,"Excursion Inlet, AK",1.955207901419431
15027,"Christiansted, VI",1.952459610006278
11845,"Gambell, AK",1.9464292453041518
14987,"Stony River, AK",1.931495166581887
13863,"Old Harbor, AK",1.929398247658095
14028,"Pack Creek, AK",1.903428605090964
11721,"Flint, MI",1.89980933295443
14574,"Roanoke, VA",1.8783950416354358
12141,"Healy, AK",1.862881204240926
10241,"Akiak, AK",1.8525903531577739
11411,"Deering, AK",1.8228673753225713
12951,"Lafayette, LA",1.8093208656475912
13277,"Montgomery, AL",1.8045680745992883
10666,"Bellingham, WA",1.7913456053655294
11431,"Decatur Island, WA",1.7910622121513349
12868,"Koyukuk, AK",1.7841601024094769
11869,"Grand Canyon, AZ",1.748556764013897
14493,"Red Devil, AK",1.7423225485964509
11140,"Corpus Christi, TX",1.7411393151827121
15323,"Bristol/Johnson City/Kingsport, TN",1.7407403540894788
14046,"Pedro Bay, AK",1.7334290609100604
15171,"Tatitlek, AK",1.7229784672914217
12847,"Waterfall, AK",1.7204132975054207
15754,"Hyder, AK",1.7204132975054207
11977,"Green Bay, WI",1.7102488453725389
14125,"Point Lay, AK",1.7016706769877379
16101,"Yakima, WA",1.692605892415526
15231,"Tenakee, AK",1.6871682501678544
10676,"Belleville, IL",1.6843224705788615
10613,"Block Island, RI",1.6820294698748877
10874,"Akron, OH",1.6657125876291168
15709,"Wales, AK",1.640261270581497
13398,"Morristown, NJ",1.632027265678386
10685,"Bloomington/Normal, IL",1.6315944018048911
14306,"Provincetown, MA",1.6313187281561965
10016,"Hallo Bay, AK",1.6293897154083474
12641,"Chignik, AK",1.6201243910786842
16832,"New York, NY",1.6151879734160774
12635,"Chignik Bay, AK",1.6101947391335116
14967,"San Carlos, CA",1.6046397640052352
15448,"Ugashik, AK",1.6034073723547413
11982,"Killeen, TX",1.5940492678328342
12324,"Wilmington, OH",1.5911320490049419
11859,"Galbraith Lake, AK",1.58484260194781
14718,"Scammon Bay, AK",1.5728310443906492
12932,"Lebanon-Hanover, NH",1.5610963912890068
13547,"Mineral Wells, TX",1.5542213230270037
12094,"Hayden, CO",1.5462181084619686
14794,"St. George, UT",1.5407820539748565
10535,"Bridgeport, CT",1.5369167305472538
15554,"Chevak, AK",1.5217336363653842
15085,"Sheldon Point, AK",1.5187349493805482
11413,"Durango, CO",1.4996047906939887
14320,"Chicago, IL",1.4993849081205306
10927,"Caldwell, NJ",1.4935695809496696
14275,"Pontiac, MI",1.4934896841610832
11252,"Daytona Beach, FL",1.4798257203453775
13629,"Chenega, AK",1.4747397625683176
13422,"Mobile, AL",1.47064576277417
11028,"Crooked Creek, AK",1.4695806915417973
15626,"Vieques, PR",1.4668650769411642
14130,"Napaskiak, AK",1.4548714637641718
16815,"Southampton, NY",1.452873205603622
13714,"Naknek, AK",1.4500005999420886
15841,"Wrangell, AK",1.4475955392178141
11545,"Elfin Cove, AK",1.4417912027123827
11463,"Eagle, AK",1.435066350321653
10781,"Baton Rouge, LA",1.4346175251989126
12315,"Nikolski, AK",1.429151681928374
15012,"St. George Island, AK",1.4258236932802966
12857,"Kasaan, AK",1.4182810785364972
14054,"Pendleton, OR",1.4107310912417057
14268,"Port Alsworth, AK",1.3992225211923772
14863,"Skwentna, AK",1.3915946054832045
13725,"Novato, CA",1.3881435249283909
10011,"Peach Springs, AZ",1.377219209228389
12638,"Chignik Lagoon, AK",1.3730713806886004
12195,"Hooper Bay, AK",1.3668859066552541
10990,"Charlottesville, VA",1.3646216102864344
10732,"Aguadilla, PR",1.3548638811529297
11146,"Charleston/Dunbar, WV",1.3527664259189254
13367,"Moline, IL",1.3398124491521595
15793,"Meyers Chuck, AK",1.339521382325643
12598,"Arlington, TX",1.3373601189818825
14698,"San Luis Obispo, CA",1.3296498168893407
13360,"Melbourne, FL",1.3188379587349417
14288,"Pueblo, CO",1.3083454128179888
14633,"Rochester, MN",1.3068317798050566
12882,"Lakeland, FL",1.3051328665994038
12370,"Circle, AK",1.303295756132827
16668,"Deadhorse1, AK",1.2888630417030122
15385,"Twin Hills, AK",1.2804823281363205
11367,"Dora Bay, AK",1.278859128165128
13502,"Montrose/Delta, CO",1.278364113101304
10434,"Scranton/Wilkes-Barre, PA",1.2579451946692497
11453,"Houston, TX",1.2474768719709945
13295,"Sacramento, CA",1.2452732408156792
10857,"Camarillo, CA",1.2407877915894243
16340,"Chomondely Sound, AK",1.238320357320932
10697,"Baranof, AK",1.236388788303279
15472,"Umiat, AK",1.2355295478000579
13433,"Minot, ND",1.2299410353188658
12055,"Gary, IN",1.2263771851928824
13381,"Manley Hot Springs, AK",1.2255804263432237
11612,"Evansville, IN",1.2086294261446777
11098,"Coeur d'Alene, ID",1.16387948824839
11150,"Columbus, GA",1.1591943774174451
11067,"Champaign/Urbana, IL",1.1358385674834697
11280,"Dahl Creek, AK",1.1343638467578854
12898,"Latrobe, PA",1.133814122319209
14282,"Platinum, AK",1.128877139824684
15855,"Westerly, RI",1.1202619429698992
11027,"Clarksburg/Fairmont, WV",1.1180480479749375
10155,"Waco, TX",1.1102676534007925
13704,"Nelson Lagoon, AK",1.1062085359629845
10561,"Bakersfield, CA",1.1047924295807603
11399,"Whitmore, AZ",1.0909078025749677
10558,"Scottsbluff, NE",1.0847717540770794
11001,"Avalon, CA",1.0786495499755318
13771,"Mountain View, CA",1.0718487974137443
10165,"Adak Island, AK",1.068345709722115
13184,"Saginaw/Bay City/Midland, MI",1.0680839952972816
14539,"Rockland, ME",1.0667601375479578
10006,"Kizhuyak, AK",1.0658168728690482
13888,"Onion Bay, AK",1.0658168728690482
10042,"Kiluda Bay, AK",1.0658168728690482
12509,"Cooper Lodge, AK",1.0658168728690482
11695,"Flagstaff, AZ",1.0624525628617099
13676,"Nikolai, AK",1.0606830484683603
14533,"Riverside, CA",1.0543137447972266
12402,"Hilo, HI",1.0438066902721632
13579,"Mekoryuk, AK",1.0422180565882617
13203,"Macon, GA",1.0388168726713445
12544,"Concord, NC",1.0179512689662795
10157,"Arcata/Eureka, CA",1.0131952659602763
11041,"Carlsbad, CA",1.0110424964865694
11245,"Chisana, AK",1.0105933015185016
15250,"Tatalina, AK",1.0054929104861936
11097,"Cody, WY",1.0047052962204461
14905,"Santa Maria, CA",1.0009095700916015
10511,"Bryce Canyon, UT",0.995709392462788
14559,"Rampart, AK",0.9906383023928852
14270,"Port Alexander, AK",0.9864334993178436
12223,"Ashland, WV",0.9863789291255416
14842,"San Angelo, TX",0.9853469957991989
13034,"Lanai, HI",0.9805017748405146
11559,"Nenana, AK",0.9796765167440116
14237,"Prescott, AZ",0.9790243628884374
15599,"Kavik River, AK",0.9763384960490494
12553,"Ceiba, PR",0.9760154993469662
14819,"San Juan, PR",0.9760154993469662
11953,"Gainesville, FL",0.9704121853763352
15794,"White Mountain, AK",0.9694646494226501
14875,"Saranac Lake/Lake Placid, NY",0.9672946378420268
13076,"La Crosse, WI",0.9642710884552166
11123,"St. Louis, MO",0.9617444797204757
15579,"Valdez, AK",0.9617319473202921
10237,"Atka, AK",0.9528188083604127
15043,"St. Louis, MO",0.9496839122786639
10519,"Boca Raton, FL",0.9476201524067154
16428,"Marble Canyon, AZ",0.9441134293168406
15389,"Twin Falls, ID",0.9355447835702838
13388,"Mammoth Lakes, CA",0.932718010557087
14711,"State College, PA",0.9151228094476807
13028,"Lonely, AK",0.9141848909804522
16218,"Yuma, AZ",0.9019872745533755
10327,"Napa, CA",0.8962892352517623
13574,"May Creek, AK",0.8940389888461552
13564,"McCarthy, AK",0.8940389888461552
13016,"Lake Minchumina, AK",0.8888541506248725
16339,"Illinois Creek, AK",0.8888541506248725
16445,"Driggs, ID",0.8743419587902104
15504,"Utopia, AK",0.8724343858944217
11503,"Eagle, CO",0.8672687835353768
15731,"Chandalar, AK",0.8631809899530365
11421,"Destin, FL",0.8629517576312261
12252,"Hydaburg, AK",0.8602831793649552
14314,"Provo, UT",0.8587090001792475
10469,"Kalamazoo, MI",0.8482613885490106
13347,"Hoolehua, HI",0.844939638482959
10938,"Central, AK",0.8425989573880646
16353,"North Kingstown, RI",0.836231424731768
14167,"Port Moller, AK",0.8353416618513185
11980,"Grand Island, NE",0.8334990752943626
10589,"Bar Harbor, ME",0.8325886036659178
11203,"Mosinee, WI",0.8147157835176311
13540,"Burlington/Mount Vernon, WA",0.8006666486551663
14716,"Stockton, CA",0.7904433133499497
14674,"Santa Fe, NM",0.787707966452015
10329,"Naples, FL",0.787359600774231
11813,"Donlin Creek Mine, AK",0.7869283562496054
11641,"Fayetteville, NC",0.7665043364502507
14113,"Pocatello, ID",0.7624932405048332
11049,"College Station/Bryan, TX",0.7570855138247019
14025,"Plattsburgh, NY",0.7541041411496623
10641,"Baker, OR",0.7539285913956907
11415,"Del Rio, TX",0.7512553042909536
16869,"Williston, ND",0.746990371989214
10198,"Pittsburgh, PA",0.7391781565950365
12916,"Laconia, NH",0.7371052675209098
11577,"Erie, PA",0.7308627329340207
12956,"La Grande, OR",0.7212131087437208
12545,"New York, NY",0.7152860338576537
12156,"Helena, MT",0.7152373675276282
13117,"Livermore, CA",0.7102108182979517
15160,"Takotna, AK",0.7043482478787643
10779,"Butte, MT",0.7029271548923192
12190,"Hot Springs, AR",0.695514166912412
13415,"Minto, AK",0.6944046059260909
15090,"Shemya, AK",0.6901821284376537
16311,"Nyac, AK",0.6887938101999886
12663,"False Pass, AK",0.6792491338815635
10146,"Albany, GA",0.6780990996342964
13731,"Newport, RI",0.6712795672965862
10647,"Cleveland, OH",0.668014294003292
14098,"Newport News/Williamsburg, VA",0.6675341802980941
14704,"Salisbury, MD",0.6652688048618872
10996,"Chuathbaluk, AK",0.6632261111668454
12899,"North Platte, NE",0.6630837266021304
14530,"Rifle, CO",0.6630089912395613
11337,"Duluth, MN",0.660654185099279
15383,"Lake Tahoe, CA",0.6575420496371863
11493,"Keene, NH",0.6512176879008632
12397,"Ithaca/Cortland, NY",0.6510534068618027
11335,"Del Rio, TX",0.6363039167970889
10009,"Homer, AK",0.6332247447689926
14131,"Parkersburg, WV",0.6317646016963764
11773,"Fryeburg, ME",0.6304607903434087
10268,"Waterloo, IA",0.6292532008264052
10811,"Bartlesville, OK",0.6208819263233617
11938,"Gaylord, MI",0.6155925356713312
12119,"Hagerstown, MD",0.6142648378541143
11111,"Columbia, MO",0.6098424238190991
14588,"Roswell, NM",0.6094157753496104
15342,"Taos, NM",0.6073871915340961
15051,"Silver City/Hurley, NM",0.6054111168144812
14551,"Bornite/Ruby Creek, AK",0.5926204541580783
16894,"Healy, AK",0.5926204541580783
14952,"Springfield, IL",0.5919394081231719
15427,"Chatham, MA",0.5873757481586781
14397,"Kennesaw, GA",0.5784899682737739
14150,"Pellston, MI",0.5762932969975946
11537,"Elmira/Corning, NY",0.5758504292344874
13121,"Lewisburg, WV",0.5740284104058564
11241,"Cape Romanzof, AK",0.5705153157030117
10409,"Watertown, SD",0.5698022808776636
14520,"Rhinelander, WI",0.5673540704036825
10065,"Silver Salmon Creek, AK",0.5637259037637888
10085,"Chinitna Bay, AK",0.5637259037637888
15069,"Seward, AK",0.5637259037637888
15228,"Talkeetna, AK",0.5637259037637888
